query,response,category,symptom,condition,response_type,timestamp
I've been experiencing diarrhea for several months. What could this be?,"While diarrhea is commonly seen in gallstones, only a medical professional can provide a proper diagnosis after examination.",Gastrointestinal,diarrhea,gallstones,diagnosis,2024-05-03T09:56:18.121948
I have swelling. Should I be concerned?,dermatitis is a dermatological condition characterized by swelling. Treatment typically involves exercise regimens.,Dermatological,swelling,dermatitis,information,2024-08-28T09:56:18.121948
I've been experiencing headache for two weeks. What could this be?,"In multiple sclerosis, patients often experience headache due to vascular compromise. Medical approaches include surgical intervention in severe cases.",Neurological,headache,multiple sclerosis,information,2024-10-09T09:56:18.121948
I've been experiencing swelling for several days. What could this be?,bursitis affects the reproductive system and commonly presents with swelling. Management includes regular monitoring.,Musculoskeletal,swelling,bursitis,information,2024-08-03T09:56:18.121948
My stomach has been cramping for two days. What might be causing this?,"While chills is commonly seen in gastroenteritis, only a medical professional can provide a proper diagnosis after examination.",Infectious,chills,gastroenteritis,diagnosis,2024-12-17T09:56:18.121948
Are there any home remedies for muscle pain?,"Your symptoms of muscle pain for a week could suggest osteoarthritis, but other causes should be ruled out by a healthcare provider.",Musculoskeletal,muscle pain,osteoarthritis,diagnosis,2024-11-23T09:56:18.121948
I have body aches. Should I be concerned?,cellulitis is a infectious condition characterized by body aches. Treatment typically involves regular monitoring.,Infectious,body aches,cellulitis,information,2024-08-26T09:56:18.121948
I've noticed fatigue recently. What could be wrong?,"While fatigue is commonly seen in coronary artery disease, only a medical professional can provide a proper diagnosis after examination.",Cardiovascular,fatigue,coronary artery disease,diagnosis,2025-01-02T09:56:18.121948
My head has been numb for a day. What might be causing this?,"For redness, it's advisable to monitor symptoms and seek medical attention if they worsen. If symptoms persist, please consult a healthcare provider.",Dermatological,redness,eczema,advice,2025-02-16T09:56:18.121948
What are the common treatments for migraine?,"While numbness is commonly seen in migraine, only a medical professional can provide a proper diagnosis after examination.",Neurological,numbness,migraine,diagnosis,2024-06-20T09:56:18.121948
I have cough. Should I be concerned?,"cough can be associated with several conditions including asthma. However, proper diagnosis requires medical evaluation.",Respiratory,cough,asthma,diagnosis,2024-05-27T09:56:18.121948
"My doctor mentioned asthma, but I don't understand what it means. Can you explain?","For cough, it's advisable to monitor symptoms and seek medical attention if they worsen. If symptoms persist, please consult a healthcare provider.",Respiratory,cough,asthma,advice,2024-05-10T09:56:18.121948
How long does fatigue typically last with arrhythmia?,arrhythmia is a cardiovascular condition characterized by fatigue. Treatment typically involves medication management.,Cardiovascular,fatigue,arrhythmia,information,2024-10-26T09:56:18.121948
How long does headache typically last with migraine?,migraine is a neurological condition characterized by headache. Treatment typically involves physical therapy.,Neurological,headache,migraine,information,2024-10-13T09:56:18.121948
"My doctor mentioned schizophrenia, but I don't understand what it means. Can you explain?","behavioral changes can be associated with several conditions including schizophrenia. However, proper diagnosis requires medical evaluation.",Psychiatric,behavioral changes,schizophrenia,diagnosis,2024-07-24T09:56:18.121948
I've noticed limited mobility recently. What could be wrong?,"Many people with limited mobility find relief by avoid strenuous activities until symptoms improve, but this doesn't replace professional medical care.",Musculoskeletal,limited mobility,bursitis,advice,2024-07-21T09:56:18.121948
How long does abdominal pain typically last with peptic ulcer?,"abdominal pain can be associated with several conditions including peptic ulcer. However, proper diagnosis requires medical evaluation.",Gastrointestinal,abdominal pain,peptic ulcer,diagnosis,2024-05-06T09:56:18.121948
What are the common treatments for bipolar disorder?,"To manage behavioral changes, consider apply ice to reduce swelling. However, if the condition worsens, seek medical attention.",Psychiatric,behavioral changes,bipolar disorder,advice,2024-08-02T09:56:18.121948
I'm concerned about shortness of breath that won't go away. Any advice?,"Your symptoms of shortness of breath for several months could suggest coronary artery disease, but other causes should be ruled out by a healthcare provider.",Cardiovascular,shortness of breath,coronary artery disease,diagnosis,2025-01-08T09:56:18.121948
I've been experiencing rash for two weeks. What could this be?,"rash can be associated with several conditions including eczema. However, proper diagnosis requires medical evaluation.",Dermatological,rash,eczema,diagnosis,2024-10-10T09:56:18.121948
I've been experiencing shortness of breath for a week. What could this be?,"Many people with shortness of breath find relief by apply ice to reduce swelling, but this doesn't replace professional medical care.",Cardiovascular,shortness of breath,coronary artery disease,advice,2025-01-11T09:56:18.121948
I'm concerned about shortness of breath that won't go away. Any advice?,"Many people with shortness of breath find relief by take over-the-counter pain relievers as directed, but this doesn't replace professional medical care.",Cardiovascular,shortness of breath,heart failure,advice,2024-08-22T09:56:18.121948
I'm concerned about redness that won't go away. Any advice?,"redness can be associated with several conditions including psoriasis. However, proper diagnosis requires medical evaluation.",Dermatological,redness,psoriasis,diagnosis,2024-04-22T09:56:18.121948
I've noticed lesions recently. What could be wrong?,rosacea is a dermatological condition characterized by lesions. Treatment typically involves regular monitoring.,Dermatological,lesions,rosacea,information,2024-12-07T09:56:18.121948
I've been experiencing muscle pain for several months. What could this be?,"Many people with muscle pain find relief by monitor symptoms and seek medical attention if they worsen, but this doesn't replace professional medical care.",Musculoskeletal,muscle pain,bursitis,advice,2024-09-26T09:56:18.121948
Are there any home remedies for swelling?,dermatitis affects the immune system and commonly presents with swelling. Management includes exercise regimens.,Dermatological,swelling,dermatitis,information,2024-11-26T09:56:18.121948
How long does heat/cold intolerance typically last with diabetes?,"For heat/cold intolerance, it's advisable to maintain a balanced diet. If symptoms persist, please consult a healthcare provider.",Endocrine,heat/cold intolerance,diabetes,advice,2024-10-01T09:56:18.121948
How long does vomiting typically last with irritable bowel syndrome?,"To manage vomiting, consider practice stress reduction techniques. However, if the condition worsens, seek medical attention.",Gastrointestinal,vomiting,irritable bowel syndrome,advice,2025-03-22T09:56:18.121948
What are the common treatments for urinary tract infection?,"To manage swollen lymph nodes, consider avoid strenuous activities until symptoms improve. However, if the condition worsens, seek medical attention.",Infectious,swollen lymph nodes,urinary tract infection,advice,2024-09-29T09:56:18.121948
